entity_id,window_start,label,attack_type,severity,duration_s,packet_count,src_bytes,dst_bytes,unique_dst_ports,unique_dst_ips,failed_auth_count,conn_rate_per_min,avg_packet_size,off_hours_flag,internal_dst_ratio,admin_proto_ratio,novel_peer_ratio
host-001,2026-07-14 02:05:00,0,none,none,26.85469164332833,21,19836.944453358927,32316.037471258867,3,3,0,8.210968377308461,799.9067607701681,0,0.5247200689266989,0.08591787298365694,0.0
host-001,2026-07-14 02:10:00,0,none,none,38.756907856581336,26,31401.408355059728,26052.78016216926,1,5,0,9.106350653561591,808.553989184286,0,0.45598856767882884,0.0,0.0
host-001,2026-07-14 02:15:00,0,none,none,17.13917148707562,24,25599.043991649545,30016.72109166753,1,7,0,4.564904616697318,818.7292253626605,0,0.5005411487810769,0.005533687457809473,0.0
host-001,2026-07-14 02:20:00,0,none,none,25.965077268765167,34,41120.11620795463,39202.228333875595,4,6,1,7.905891557521236,632.4172224230036,1,0.48443864543632154,0.0390054541539918,0.0
host-001,2026-07-14 02:25:00,0,none,none,17.89534534939399,24,32325.40017826453,34035.97631639194,1,2,0,7.093340254697193,677.829906294051,0,0.5295749441265574,0.014370185340136829,0.0
host-001,2026-07-14 02:30:00,0,none,none,14.814122048740446,32,37562.23913768948,35060.54408127093,1,3,0,9.893919179925962,781.1257282604789,0,0.6222117972595533,0.0,0.0
host-001,2026-07-14 02:35:00,0,none,none,12.664835620792461,31,30765.321858354302,20863.722280858827,1,9,0,10.759698842791213,809.852960168505,1,0.41496224432686096,0.04754722611187343,0.0
host-001,2026-07-14 02:40:00,0,none,none,31.66335329189387,22,23267.722550916442,31894.25898367664,2,3,0,9.455413149362654,759.4637440784395,0,0.5455669844954413,0.022655646089981312,0.0
host-001,2026-07-14 02:45:00,0,none,none,22.944759420039667,31,45283.13078831855,28832.692849370957,2,7,0,9.846571164836828,741.4011186815358,0,0.5825673614482708,0.03297881638568057,0.0
host-001,2026-07-14 02:50:00,0,none,none,16.793940328714154,29,34929.115555784374,28764.327693274645,3,5,0,12.816731539558944,751.4822296637635,0,0.5604972528627656,0.09764932459058914,0.0
host-001,2026-07-14 02:55:00,0,none,none,19.485395468396064,29,34949.638548689916,30881.807928453105,1,5,0,9.529959729395127,730.0282132918355,0,0.4502771213943231,0.03283028132637995,0.0
host-001,2026-07-14 03:00:00,0,none,none,27.95685141186598,32,14280.841174229441,28394.65520476173,1,6,0,8.563987776993706,621.536592516593,0,0.4910081968803147,0.02830672716470027,0.0
host-001,2026-07-14 03:05:00,0,none,none,18.567836976227476,26,38674.84473840153,29376.814366833616,1,4,0,7.963364863987783,795.4605811671019,0,0.5078777186836549,0.07466074814094872,0.0
host-001,2026-07-14 03:10:00,0,none,none,31.73912100506498,25,25620.25623303905,29519.365684107655,2,4,1,12.460588869486838,790.2157880807224,0,0.46558197396915024,0.042402291517088096,0.0
host-001,2026-07-14 03:15:00,0,none,none,26.57497575405358,29,30931.721061225802,31371.426350251546,4,3,0,13.57690732034962,771.5233919755916,0,0.6870010865838843,0.0489694072753593,0.0
host-001,2026-07-14 03:20:00,0,none,none,22.156833870694747,18,34986.26966939221,26082.082712780044,1,8,0,10.751392631051722,794.1017702685481,1,0.4453096068567357,0.05496979843944258,0.0
host-001,2026-07-14 03:25:00,0,none,none,34.28929928660665,33,38290.783754899865,35056.31723129192,2,4,0,10.628605182717653,749.1480953923158,0,0.5879585429806672,0.007994201182212356,0.0
host-001,2026-07-14 03:30:00,0,none,none,17.628538233537334,22,31127.704990803246,33798.43413985444,2,8,0,10.281974790567848,739.9635249267135,0,0.636542040060857,0.028305453409874008,0.0
host-001,2026-07-14 03:35:00,0,none,none,19.159573671476952,25,40263.20107853988,20329.394193398282,4,4,0,9.084452865045662,858.8815940536199,0,0.6482299004783354,0.025707580183166028,0.0
host-001,2026-07-14 03:40:00,0,none,none,23.212999286797817,34,32244.825137044056,14881.60130139351,1,5,0,10.183438198792066,775.3535721869699,0,0.524984481677862,0.0030953039955911935,0.0
host-001,2026-07-14 03:45:00,0,none,none,23.72110304167256,32,27811.611589646127,38984.78439509051,1,5,0,7.315569191691923,813.6819725777475,0,0.49408317829399123,0.08414554582379934,0.0
host-001,2026-07-14 03:50:00,0,none,none,24.27455918567674,36,30873.837897689027,31509.878265026204,1,1,0,8.93047285047696,760.5880383752591,0,0.6993584340854103,0.04208521372032033,0.0
host-001,2026-07-14 03:55:00,1,port_scan,loud,3.962657572486841,35,216.35871580592772,38.77033946434233,355,7,0,178.72049158427512,64.88490498062941,0,0.6391746301633366,0.07594445588413865,0.8571428571428571
host-001,2026-07-14 04:00:00,0,none,none,9.167262138451132,24,30853.163433265334,26323.08639052972,2,3,0,5.79573224827061,764.6257719816609,0,0.5508630921710348,0.0,0.0
host-001,2026-07-14 04:05:00,0,none,none,15.856521813109445,30,41200.85928092361,28409.02446671158,1,7,0,13.047479504603162,697.9585903168224,0,0.6764446376427037,0.013290162264427599,0.0
host-001,2026-07-14 04:10:00,0,none,none,19.680987439360294,27,58328.360446707564,31043.703433397684,1,4,0,7.1318275454030085,851.1359239290701,0,0.6608962356896896,0.05736807109658297,0.0
host-001,2026-07-14 04:15:00,0,none,none,20.258348095496334,30,28917.959377775318,18900.320025680223,1,5,0,12.281547404658907,848.2574330980549,0,0.6923380314670374,0.029109298652885272,0.0
host-001,2026-07-14 04:20:00,0,none,none,14.442819133043368,28,26348.396620537394,31081.83360337192,1,3,0,9.555138879924248,819.3852637508263,0,0.553686427699869,0.04157362741058867,0.0
host-001,2026-07-14 04:25:00,0,none,none,27.183243430916427,27,28148.746840040178,28699.672952666835,1,4,0,10.864342126043878,775.2666900532145,0,0.45153944643851174,0.04434158246404573,0.0
host-001,2026-07-14 04:30:00,0,none,none,21.335808616530223,29,43409.61325791676,15028.446897953792,1,6,1,11.683620452268187,604.958926322458,0,0.4632510724266149,0.06917570283710181,0.0
host-001,2026-07-14 04:35:00,0,none,none,208.11316671037216,28,4487595.846098649,23705.539507160775,1,3,0,10.763475350270266,658.9592572082179,0,0.6277746230305172,0.05314145681547531,0.0
host-001,2026-07-14 04:40:00,0,none,none,26.20233682850731,26,31999.784373605376,33307.41564648289,1,3,0,8.603351428166285,756.4008224833054,0,0.630956049989961,0.0,0.0
host-001,2026-07-14 04:45:00,0,none,none,31.53319924640408,36,18891.423674893726,35588.96655675797,2,9,0,11.71334233762746,706.444511590737,0,0.48438525652028064,0.02488123307916641,0.0
host-001,2026-07-14 04:50:00,0,none,none,22.59079143868407,25,32506.84351063129,24296.331793373814,1,9,0,13.551326477510848,831.3680001428914,0,0.5598929096660658,0.03852180904299642,0.0
host-001,2026-07-14 04:55:00,0,none,none,27.54484303629958,24,17637.502094879124,30525.89467411593,1,4,0,12.069400714974273,762.9969235628918,1,0.7437135180545305,0.09053179680723883,0.0
host-001,2026-07-14 05:00:00,0,none,none,23.048085306338855,34,33440.30674070903,48161.46157349766,1,9,0,9.577767832279399,839.1412184686538,0,0.37681795411696745,0.03931577997952025,0.0
host-001,2026-07-14 05:05:00,0,none,none,27.004282819675996,33,43748.007775262,16760.815445454973,1,3,0,8.709683291658504,705.3992650438727,0,0.46564429517180655,0.06639790447928826,0.0
host-001,2026-07-14 05:10:00,0,none,none,25.62532364068554,29,12737.172532751552,28131.193105578146,1,3,0,9.76672929149376,728.7459894523217,0,0.5324371835131777,0.0,0.0
host-001,2026-07-14 05:15:00,0,none,none,22.555970052697344,34,47076.96453864825,27043.164845979787,1,5,0,6.20959107619546,715.8227019299693,0,0.5367791488639276,0.07023627194354065,0.0
host-001,2026-07-14 05:20:00,0,none,none,18.91744162033043,26,18348.094330525128,22306.859800201968,3,3,0,9.63482587246835,722.6440767188378,0,0.48243343798993826,0.025994198870413012,0.0
host-001,2026-07-14 05:25:00,0,none,none,14.278809902278017,25,38174.31874413731,28389.358694789924,1,1,0,5.222026233043039,792.3821779542671,0,0.5454090646074986,0.06154466867034994,0.0
host-001,2026-07-14 05:30:00,0,none,none,9.797666921260138,24,29894.69028355955,16645.910034422413,4,5,0,6.7074303192267095,752.8972566668201,0,0.5982974631199208,0.05089648473394989,0.0
host-001,2026-07-14 05:35:00,0,none,none,23.418802179969113,27,16167.354805550065,31270.290738157855,1,7,0,11.392962008328094,698.446038475681,0,0.5693261982355775,0.04452745710943282,0.0
host-001,2026-07-14 05:40:00,0,none,none,14.965162005949463,35,29839.28608164707,34043.75100285343,1,8,0,6.4348517556493,794.9470352172648,0,0.6177948519708322,0.04889724156429469,0.0
host-001,2026-07-14 05:45:00,0,none,none,24.99613969483778,36,27368.817208221015,27736.29606031271,2,5,0,7.450397906373822,739.369902384744,0,0.5064908634329975,0.06424500356941948,0.0
host-001,2026-07-14 05:50:00,0,none,none,20.50592040010376,33,20271.011911037393,23952.434907858576,1,4,1,9.637628563308912,632.1163006737152,0,0.709883731685929,0.03143544483849893,0.0
host-001,2026-07-14 05:55:00,0,none,none,10.203661475649977,30,24106.94461484079,29582.386411404448,2,2,0,12.977113485516899,839.2798688647176,0,0.4824087174638983,0.029160424588559917,0.0
host-001,2026-07-14 06:00:00,0,none,none,23.488312027151395,29,29261.198954660635,36320.016678641594,1,4,0,10.630758559416524,725.1594717904486,1,0.5827566563125653,0.030286171197652673,0.0
host-001,2026-07-14 06:05:00,0,none,none,20.32349327128041,26,52389.64660074959,47888.33291412008,1,5,0,10.951109891696742,716.5733709211215,0,0.521540378626844,0.04719912304706828,0.0
host-001,2026-07-14 06:10:00,0,none,none,24.917431128146873,31,43032.6490104696,29315.988456835323,2,5,0,9.885856308725383,753.5927080753683,0,0.5315952858980973,0.035219430881905996,0.0
host-001,2026-07-14 06:15:00,1,dos,stealthy,22.794081238995428,9445,873100.0675150641,32578.63331030408,4,1,0,206.60080300912736,817.7927556484,0,0.609215807662714,0.01864932096853152,0.0
host-001,2026-07-14 06:20:00,0,none,none,24.0105044995492,26,40637.86743336059,29252.067474804055,1,4,0,6.916375841142928,649.3748727020893,0,0.4681866693274721,0.03350209048901921,0.0
host-001,2026-07-14 06:25:00,0,none,none,27.648135093544745,18,32874.76379547925,37423.986490565665,1,4,0,9.667270841692586,759.0966478045272,0,0.5279888811470307,0.05210568990875353,0.0
host-001,2026-07-14 06:30:00,0,none,none,17.371547143792597,29,53417.75468156098,40686.54120152635,1,3,0,9.872535627777548,707.8249994000893,0,0.4327549009288852,0.06132434052388459,0.0
host-001,2026-07-14 06:35:00,0,none,none,10.912088316038862,16,18514.706039723656,32373.293446309446,1,4,0,7.196398733469808,773.5807892097941,0,0.5200642140240975,0.05810234386827925,0.0
host-001,2026-07-14 06:40:00,0,none,none,30.71463230335825,31,45278.053036335026,25787.185021214027,1,8,0,8.616000331596002,719.8474434255157,0,0.44964320525388196,0.09316546693010713,0.0
host-001,2026-07-14 06:45:00,0,none,none,16.4043429112039,20,25182.945343271436,21051.091581658635,2,7,0,8.171933378199197,755.3849655419161,0,0.49890011411269153,0.05959140984447009,0.0
host-001,2026-07-14 06:50:00,0,none,none,24.290292747498977,31,42624.006900342894,12313.380135728017,1,5,0,8.829162751729921,783.5414528037587,0,0.4931485890492209,0.004231290661791481,0.0
host-001,2026-07-14 06:55:00,0,none,none,24.190743002443984,25,33675.80174400483,23961.46084584319,1,5,0,11.60092127513104,809.1791174619416,0,0.6998257619246135,0.0648025148405425,0.0
host-001,2026-07-14 07:00:00,0,none,none,19.76331642095402,28,34779.218488902145,21745.60530891821,1,8,0,8.628518811408052,778.463472375341,0,0.5206466773980292,0.07493524032450884,0.0
host-001,2026-07-14 07:05:00,0,none,none,15.509388399294004,36,39799.15250748857,29374.27908728452,1,4,0,8.448667465350331,663.0257839009633,0,0.4702195154160957,0.0016284564971062454,0.0
host-001,2026-07-14 07:10:00,0,none,none,22.647771479202657,31,40139.57822824019,26824.149233569908,1,2,0,8.29723318744303,694.4707809636449,0,0.5619513397432357,0.0,0.0
host-001,2026-07-14 07:15:00,0,none,none,192.68318850289606,39,2361477.313796133,23119.092575562147,4,7,0,10.819420751878297,754.8579732981988,1,0.6697216835290329,0.013619979398042402,0.0
host-001,2026-07-14 07:20:00,0,none,none,24.30712355314691,37,40393.583342327474,28878.040281458845,1,4,0,9.556242029636355,911.9092903165023,0,0.5835782724895994,0.021074421442767256,0.0
host-001,2026-07-14 07:25:00,0,none,none,31.12182365851909,21,27152.73493881881,22564.033039507456,2,6,0,7.8552097617661545,812.287673691656,0,0.515928043121085,0.016719988047896647,0.0
host-001,2026-07-14 07:30:00,0,none,none,31.05138283268715,41,25788.392862030643,19286.6531526654,1,4,0,13.348635608611282,785.7044501550982,0,0.47746107504269825,0.0,0.0
host-001,2026-07-14 07:35:00,1,brute_force,stealthy,2.013898209332511,26,24247.587552423363,28814.671957061204,1,6,54,26.861373649696283,753.9777197545374,0,0.5926635885867402,0.25226504954095536,0.0
host-001,2026-07-14 07:40:00,0,none,none,19.123876958747825,33,23203.452149877296,30503.235038463776,1,6,0,9.299245506916169,766.227038363529,0,0.5332532772069476,0.08191986531905984,0.0
host-001,2026-07-14 07:45:00,0,none,none,14.307991727803335,60,46735.741611635036,19637.213851318236,2,7,0,66.76982328868903,800.2952269515786,0,0.6063272736183699,0.03861034551292276,0.0
host-001,2026-07-14 07:50:00,0,none,none,34.83265649474115,30,47458.4909448612,28614.175352271788,1,5,0,11.512250805170492,843.8006315583411,0,0.6508466903190459,0.07287086577609286,0.0
host-001,2026-07-14 07:55:00,0,none,none,18.403900386346194,25,38463.618496526076,24282.94052925222,1,3,0,9.477395444556844,801.4058256514995,0,0.5345882980538101,0.057188063357297016,0.0
host-001,2026-07-14 08:00:00,0,none,none,31.113918222404152,26,9868.04029208406,32917.79189469832,2,4,0,9.531234914411963,937.6847366881079,1,0.6416110231730612,0.07035670053615738,0.0
host-001,2026-07-14 08:05:00,0,none,none,275.5747253473685,24,2908177.640798462,34070.65449920696,4,8,0,11.470854923336606,748.3713058332149,0,0.6207637653746548,0.01201875586252591,0.0
host-001,2026-07-14 08:10:00,1,exfiltration,loud,426.81202323354285,30,8562346.33128696,189.20763486687287,2,1,0,8.544173149323454,760.6407297805367,1,0.0395121577694717,0.0316565124357917,0.0
host-001,2026-07-14 08:15:00,0,none,none,9.632846054420067,32,50994.88544714616,13941.235581814406,3,6,0,11.497833040292996,898.0516671628611,0,0.5563041968053215,0.09970025042984199,0.0
host-001,2026-07-14 08:20:00,0,none,none,18.001551448569884,21,24414.242120347342,30863.326683406132,1,7,0,10.813968895735497,820.7848333009007,0,0.5253981205495917,0.061272518936097926,0.0
host-001,2026-07-14 08:25:00,0,none,none,12.768104941472496,21,20985.513312422405,27178.063808968298,1,4,0,8.508339572993473,745.6446237687911,0,0.6043846605721789,0.017810068606538703,0.0
host-001,2026-07-14 08:30:00,0,none,none,22.01340939163002,42,36885.49553225263,28193.683680352788,1,5,0,10.900852687169667,729.5325663901654,0,0.4966918127978364,0.07775839187220068,0.0
host-001,2026-07-14 08:35:00,0,none,none,26.943707625518204,25,39659.231173833345,38911.53001528619,2,3,0,10.881291253950659,779.0629840308558,0,0.5585297661105877,0.08811841432258813,0.0
host-001,2026-07-14 08:40:00,0,none,none,34.21783568409225,22,32405.79567362789,13105.900335769578,1,1,0,11.401413363491034,739.1195791526007,0,0.6010267575619361,0.052379051554177214,0.0
host-001,2026-07-14 08:45:00,0,none,none,18.52262868544217,38,41009.53496061955,33897.06998840055,2,3,0,6.120311313778204,801.6258694239202,0,0.5489924676381578,0.03202976923493108,0.0
host-001,2026-07-14 08:50:00,0,none,none,11.248312066340137,24,50106.15689404923,31569.061067748917,2,6,0,12.134460364360221,782.6134669738947,0,0.5881528459104737,0.020563794350023736,0.0
host-001,2026-07-14 08:55:00,1,exfiltration,loud,333.82454947730184,36,7607003.1592037855,110.28612768664242,4,1,0,12.018060777166298,766.3684424499504,1,0.0035057216022091886,0.018113804663916846,0.0
host-001,2026-07-14 09:00:00,0,none,none,20.102529218168367,27,27573.472780615004,28435.284751875646,3,6,0,9.29299423325062,777.0479928262267,0,0.5531963304919961,0.04519827960310773,0.0
host-001,2026-07-14 09:05:00,0,none,none,22.404660479046093,36,40741.5244400568,27748.385030078807,2,5,0,9.677170557807093,848.8339910434063,1,0.9024578085409892,0.6225944362043176,0.0
host-001,2026-07-14 09:10:00,0,none,none,15.215479209327032,34,30476.200043962417,26179.717302396028,1,4,0,10.05764543444606,865.5853550383677,0,0.41577797159922114,0.05865846273296548,0.0
host-001,2026-07-14 09:15:00,0,none,none,14.879805654652797,23,32135.97576954587,39502.48069933294,2,9,0,11.59596955359545,784.2904592914575,0,0.5896759273687695,0.0,0.0
host-001,2026-07-14 09:20:00,0,none,none,24.070541930229748,25,45423.70352343946,19214.39452900173,1,7,0,6.932050808221769,875.2836803638584,0,0.5556000098761817,0.032955105556369525,0.0
host-001,2026-07-14 09:25:00,0,none,none,27.50291366876738,22,45217.41697409658,38418.77375892431,1,2,0,10.106398919198098,748.0203348883497,0,0.5667611502353566,0.07740888296664011,0.0
host-001,2026-07-14 09:30:00,0,none,none,28.10991599068005,29,27416.98760452284,12927.447819910793,1,7,0,8.503139388254501,799.5683896161491,0,0.6780116721911338,0.02520652091534251,0.0
host-001,2026-07-14 09:35:00,0,none,none,20.258045129213553,35,33499.2406485641,21781.430512539177,2,4,0,11.190442356121205,824.0952439013162,0,0.4892090184713096,0.048299658373959005,0.0
host-001,2026-07-14 09:40:00,0,none,none,20.299008758528682,24,30258.473436195025,23936.032205555923,1,3,0,6.484418592909127,789.5736723212214,0,0.4751549692288288,0.045313791235020585,0.0
host-001,2026-07-14 09:45:00,0,none,none,13.821620279906996,47,24283.474663403314,32717.422537302868,2,6,0,8.308337394800235,734.389300025337,0,0.6357298587275197,0.0403846851035847,0.0
host-001,2026-07-14 09:50:00,0,none,none,23.309687448785677,23,25383.564555051315,15943.124538003254,2,7,0,5.820259358232059,778.6573972076055,0,0.45187545741699975,0.028922779969154173,0.0
host-001,2026-07-14 09:55:00,0,none,none,23.659416858528548,23,36098.25303629169,25103.975529416297,1,1,0,8.176175283309064,731.8481581279665,0,0.4608192364813726,0.07440383402667271,0.0
host-002,2026-07-14 00:00:00,0,none,none,21.12516300418794,23,7894.364420635623,19203.523809342063,2,3,1,9.882731163900745,331.5960787446612,0,0.7774104700442025,0.09322127928787874,0.0
host-002,2026-07-14 00:05:00,0,none,none,22.64330442652008,26,12265.544151611793,25428.48102897044,1,3,0,7.623514323015782,225.9435321633165,0,0.8373180129731119,0.06650916680318993,0.0
host-002,2026-07-14 00:10:00,0,none,none,17.08438809972656,27,12880.225039046896,12379.545015688896,3,2,0,8.353319792799628,395.9891655745253,0,0.8112018870049744,0.027044714677957084,0.0
host-002,2026-07-14 00:15:00,0,none,none,16.816472335739,15,13765.153393529075,14369.155395481406,2,2,0,10.81450723749728,373.36671087137915,0,0.8799357256614769,0.02757861491948241,0.0
host-002,2026-07-14 00:20:00,0,none,none,15.765450828529225,30,5209.511380439431,31378.804949619913,1,3,0,7.234179977631831,339.0515480817546,0,0.9490585678016497,0.0,0.0
host-002,2026-07-14 00:25:00,0,none,none,13.924474083597717,21,10684.679748758645,29060.60880177359,1,6,0,8.385935641623309,371.1562277557242,1,0.934665661480391,0.4637972287043425,0.0
host-002,2026-07-14 00:30:00,0,none,none,23.324516154740238,18,9309.79210598852,23264.973985007924,4,1,0,8.484048957732611,525.2177884730106,1,0.8955621599796266,0.05069645642505846,0.0
host-002,2026-07-14 00:35:00,0,none,none,26.133455752168352,25,15724.628897961948,32859.28161959139,1,1,0,6.10483092033322,439.79101856671764,0,0.8300631838995637,0.05745628087916537,0.0
host-002,2026-07-14 00:40:00,0,none,none,12.206226641292576,35,16485.991572797924,32648.859840490346,1,1,0,10.32672934625435,337.520077500559,0,0.9660730802028056,0.020091974063165822,0.0
host-002,2026-07-14 00:45:00,0,none,none,21.729361860139154,32,7815.617633323733,17999.993960481712,1,2,0,9.38083966739278,336.9041928972711,1,0.8528369641874487,0.013110191624181138,0.0
host-002,2026-07-14 00:50:00,0,none,none,19.550971900124296,31,15332.738131671877,19023.366248674512,1,1,0,10.224409961901593,440.8503543928853,0,1.0,0.044895099048360726,0.0
host-002,2026-07-14 00:55:00,0,none,none,18.299850233434743,20,15973.355582682483,22992.54922956392,1,4,0,12.51868362048626,361.1006088989403,1,0.8569729380887781,0.781643311628003,0.0
host-002,2026-07-14 01:00:00,0,none,none,14.537536142947689,20,16849.21730556244,28724.073618117316,4,2,0,5.714453109839905,334.18599393870466,0,0.9739747351086384,0.009534201623956594,0.0
host-002,2026-07-14 01:05:00,0,none,none,11.344742936038035,18,13102.173110048376,15374.50979678877,1,7,0,8.858915056924808,356.33856473509223,1,0.9444033830022899,0.0811989545754867,0.0
host-002,2026-07-14 01:10:00,0,none,none,19.207857520803323,26,21331.634796378778,30961.055830578578,3,1,0,6.666541249460626,373.1444428715619,0,0.81492674796329,0.06904002858125112,0.0
host-002,2026-07-14 01:15:00,0,none,none,248.96261045746905,32,3148667.6620151326,29100.234614979374,1,2,0,8.580337681860861,406.0165974418573,1,0.8512626236126289,0.010076447576540998,0.0
host-002,2026-07-14 01:20:00,0,none,none,18.673185074203527,19,9413.126410331563,21396.253362079566,2,2,0,8.095410752870853,358.12670675411016,0,1.0,0.040785159496697636,0.0
host-002,2026-07-14 01:25:00,0,none,none,12.334156000782585,20,9835.548073956448,20951.386211894318,3,3,0,6.480635083056486,363.8806271251036,0,0.8791875474525498,0.0671910751252722,0.0
host-002,2026-07-14 01:30:00,0,none,none,16.940362563565497,21,14879.992127552472,38531.15380422562,4,4,0,8.384486101932412,442.1565211185903,0,0.905829741651307,0.030472617039065807,0.0
host-002,2026-07-14 01:35:00,0,none,none,17.91418222358941,14,13859.478817535673,27985.863624616228,3,1,0,8.25065056857172,360.0270443953404,1,0.9578067315589738,0.018203754333953465,0.0
host-002,2026-07-14 01:40:00,1,exfiltration,stealthy,217.26535880188902,29,2441211.1740112803,125.14152129688904,1,1,0,8.844812237811515,426.44950110790205,1,0.6028397527556353,0.0,0.0
host-002,2026-07-14 01:45:00,1,brute_force,stealthy,1.9765770407991847,21,11686.748555235963,25970.825564839342,2,2,14,19.364190574478677,360.15598875698146,0,0.8965197184555741,0.243812315247392,0.0
host-002,2026-07-14 01:50:00,0,none,none,12.58481181909784,36,8759.751365869184,27975.429501087896,2,8,0,7.560580816263097,477.1765176234773,0,0.9155400309718859,0.0,0.0
host-002,2026-07-14 01:55:00,0,none,none,21.26391503426404,21,12802.320091602636,22982.417807857182,2,9,0,7.096030827828183,382.9194221892909,0,1.0,0.11004027894978016,0.0
host-002,2026-07-14 02:00:00,0,none,none,14.887363010780325,17,15535.071170439325,34246.052044188655,1,4,0,5.9051695905548325,406.3963993060579,0,1.0,0.0,0.0
